den Grund für etwas in etwas sehen	77	A25	redewendung
mikropolitische Strategien beherrschen	77	A25	redewendung
tragfähige Koalitionen bilden	77	A25	redewendung
psychologischen Druck ausüben	77	A25	redewendung
potenzielle Konkurrenten einschüchtern	77	A25	redewendung
sich den Weg nach oben erkämpfen	77	A25	redewendung
sich von der Konzentration auf etwas lösen	77	A25	redewendung
sich klug in Szene setzen	77	A25	redewendung
nützliche Allianzen schmieden	77	A25	redewendung
sich einen ausgezeichneten Ruf erarbeiten	79	B1	redewendung
tief in einer Kultur verwurzelt sein	79	B1	redewendung
für Tradition und Pioniergeist stehen	79	B1	redewendung
einer Verantwortung gerecht werden	79	B1	redewendung
Neuland betreten	79	B1	redewendung
jemandes Interesse wecken	79	B1	redewendung
eine strategische Weichenstellung	80	B1	redewendung
auf etwas neidisch sein	80	B2	redewendung
mit etwas hausieren gehen	80	B2	redewendung
von Herzen kommen	81	B2	redewendung
soziale Beziehungen festigen	81	B2	redewendung
jahrelang vor einer Entscheidung stehen	81	B2	redewendung
eine Entscheidung nach hinten verschieben	81	B2	redewendung
für die Selbstbewertung bedrohlich sein	81	B2	redewendung
geistig auf der Höhe sein	81	B2	redewendung
etwas im Nachhinein gedanklich korrigieren	81	B2	redewendung
etwas empirisch untermauern	81	B2	redewendung
etwas durch eigene Kraft erlangen	81	B2	redewendung
ein Anflug von Neid	81	B2	redewendung
einen Themenbezug herstellen	82	B3	redewendung
den Wissensstand referieren	82	B3	redewendung
etwas in seine Überlegungen einbeziehen	82	B3	redewendung
in Anlehnung an etwas	82	B3	redewendung
Daraus ergibt sich, dass ...	82	B3	redewendung
für jemanden ausschlaggebend sein	82	B3	redewendung
ein Gegenargument anführen	82	B3	redewendung
einen Gesichtspunkt hervorheben	82	B3	redewendung
eine Schlussfolgerung ziehen	82	B3	redewendung
sich rücksichtslos gegenüber anderen verhalten	83	C1	redewendung
sich besonderer Beliebtheit erfreuen	83	C1	redewendung
jemanden für einen egoistischen Einzelgänger halten	83	C1	redewendung
das eigene Wohl dem Wohl der Gemeinschaft unterordnen	84	C1	redewendung
von seinem guten Ruf profitieren	84	C1	redewendung
sich selbstlos für Gruppenmitglieder einsetzen	84	C1	redewendung
den Fortbestand einer Gemeinschaft gewährleisten	84	C1	redewendung
jemandem die gute Laune vermiesen	84	C2	redewendung
nach Zufriedenheit und Glück streben	84	C2	redewendung
an einer bisherigen Theorie zweifeln	84	C2	redewendung
zur Förderung des analytischen Denkens beitragen	85	C2	redewendung
sich unvorhergesehenen Umständen anpassen	85	C2	redewendung
von einem vorbereiteten Drehbuch abweichen	85	C2	redewendung
Klischees vertrauen	85	C2	redewendung
sich um seine Umwelt kümmern	85	C2	redewendung
zu Skeptizismus neigen	85	C2	redewendung
sich auf kurzzeitigen Trübsinn beziehen	85	C2	redewendung
auf der Suche nach jemandem sein	86	C3	redewendung
eine Vorauswahl treffen	86	C3	redewendung
seine Eignung unter Beweis stellen	86	C3	redewendung
Berücksichtigung finden	86	C3	redewendung
auf etwas Bezug nehmen	86	C3	redewendung
eine Lösung erarbeiten	86	C3	redewendung
eine Entscheidung treffen	86	C3	redewendung
Kontakt mit jemandem aufnehmen	86	C3	redewendung
einen Antrag stellen	86	C4	redewendung
einem Antrag zustimmen	86	C4	redewendung
sich mit jemandem in Verbindung setzen	86	C4	redewendung
jemandem Unterstützung zusichern	86	C4	redewendung
an Selbstbewusstsein gewinnen	86	C4	redewendung
seinen Standpunkt vertreten	86	C4	redewendung
Widerspruch gegen etwas einlegen	86	C4	redewendung
jemandem die Erlaubnis erteilen	86	C4	redewendung
einen Sieg erringen	86	C4	redewendung
an Bedeutung gewinnen	87	C5	redewendung
gravierende Führungsfehler begehen	87	C5	redewendung
jemanden zur Verantwortung ziehen	87	C6	redewendung
einen Personalwechsel in Erwägung ziehen	87	C6	redewendung
Maßnahmen gegen etwas ergreifen	87	C6	redewendung
Kompromisse mit jemandem schließen	87	C6	redewendung
über etwas Stillschweigen wahren	87	C6	redewendung
