Die Chancen stehen nicht schlecht.	20	A26	redewendung
etwas in Worte fassen	23	B2	redewendung
etwas in gedankliche Bahnen lenken	23	B2	redewendung
etwas Ausdruck verleihen	23	B2	redewendung
etwas auf seine Wurzeln zurückführen	23	B2	redewendung
Nachforschungen anstellen	23	B2	redewendung
Jemandem fehlen die Worte.	23	B2	redewendung
sich über etwas ausschweigen	23	B2	redewendung
Hand in Hand arbeiten	24	B2	redewendung
etwas nachspüren	24	B2	redewendung
von etwas zeugen	24	B2	redewendung
sich im Kampf ums Überleben bewähren	24	B2	redewendung
sich in einem komplexen Zusammenspiel gegenseitiger Abhängigkeiten entwickeln	24	B2	redewendung
Spuren im Bewusstsein hinterlassen	24	B2	redewendung
sich etwas zu eigen machen	24	B2	redewendung
sich einer Sache verschreiben	26	C2	redewendung
gegen etwas vorgehen	26	C2	redewendung
sich einen Ausrutscher leisten	26	C2	redewendung
zu Buche schlagen	26	C2	redewendung
eine Diskussion entfachen	26	C2	redewendung
den Blick für etwas schärfen	26	C2	redewendung
mit etwas um sich werfen	26	C2	redewendung
Eindruck schinden	26	C2	redewendung
ins Geld gehen	26	C2	redewendung
wie es sich gehört	26	C2	redewendung
sein Amt niederlegen	27	C4	redewendung
jemanden zu einem Schritt bewegen	27	C4	redewendung
Fragen aufwerfen	27	C4	redewendung
rote Zahlen schreiben	28	C5	redewendung
neue Wege suchen	28	C5	redewendung
sich auf etwas besinnen	28	C5	redewendung
seine Existenz sichern	28	C5	redewendung
sich einem Beschluss widersetzen	29	C6	redewendung
seinen Siegeszug antreten	30	C7	redewendung
Konsequenzen ziehen	31	Konjunktiv I	redewendung
außer Frage stehen	32	C9	redewendung
jemandem in die Wiege gelegt sein	32	C9	redewendung
etwas zum Anlass nehmen, etwas zu tun	32	C9	redewendung
jemanden unter Druck setzen	32	C9	redewendung
Verluste verzeichnen	32	C9	redewendung
