вызывать интерес у других	bei anderen auf Interesse stoßen	positive Aufmerksamkeit finden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
мыслить дальше одноразовой акции	über eine einmalige Aktion hinausdenken	eine dauerhafte Initiative anstreben	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
охватить широкий спектр тем и мнений	ein breites Spektrum an Themen und Meinungen einfangen	vielfältige Positionen berücksichtigen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
добиться политической власти	politische Macht erlangen	staatlichen Einfluss gewinnen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
составлять принципиальные партийные программы	Grundsatzprogramme verfassen	die politischen Leitlinien schriftlich formulieren	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
выдвигать кандидатов	Kandidaten aufstellen	Personen offiziell zur Wahl nominieren	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
выдвигать свою кандидатуру	sich zur Wahl stellen	für ein Amt kandidieren	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
взять на себя ответственность за управление страной	Regierungsverantwortung übernehmen	an der staatlichen Führung beteiligt werden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
участвовать в кампании	an einer Kampagne mitwirken	aktiv daran mitarbeiten	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
подвести итоги	Bilanz ziehen	Ergebnisse abschließend bewerten	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
указать на реальные проблемы	reale Probleme aufzeigen	konkrete Schwierigkeiten sichtbar machen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
быть направленным против какого-либо проекта	sich gegen ein Projekt richten	dessen Umsetzung ablehnen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
иметь негативные последствия для чего-либо	negative Auswirkungen auf etwas haben	nachteilige Folgen verursachen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
нуждаться в большем внимании	mehr Beachtung finden müssen	stärker wahrgenommen werden sollen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
согласовать потребности совместной жизни с индивидуальными желаниями	die Erfordernisse des Gemeinschaftslebens mit individuellen Wünschen in Einklang bringen	beide Interessen vereinbaren	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
под предлогом, что хотят кого-либо защитить	unter dem Vorwand, jemanden schützen zu wollen	eine angebliche Absicht vorschieben	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
выгодный пост в наблюдательном совете	ein lukrativer Aufsichtsratsposten	ein finanziell attraktives Kontrollmandat	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
публично объявить тендер на строительный подряд	einen Bauauftrag öffentlich ausschreiben	offen um Angebote konkurrieren lassen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
написать благожелательную статью о чём-либо	einen freundlichen Artikel über etwas schreiben	einen Gegenstand positiv darstellen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
это не мелкое, простительное нарушение	etwas ist kein Kavaliersdelikt	die Tat ist keineswegs harmlos	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
взамен назначать что-либо	im Gegenzug etwas verordnen	als Gegenleistung medizinisch anweisen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
в конечном счёте вредить всем нам	letztlich uns allen schaden	am Ende die gesamte Gesellschaft benachteiligen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
в незапамятные времена	in grauer Vorzeit	in sehr ferner Vergangenheit	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
две тесно переплетённые системы	zwei miteinander verwobene Systeme	eng verbundene Strukturen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
основываться на закреплённых правилах	auf festgeschriebenen Regeln basieren	schriftlich fixierte Vorgaben zugrunde legen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
поддерживаться обменом услугами	durch den Austausch von Gefälligkeiten belebt werden	von gegenseitigen Vorteilen getragen sein	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
покупать повиновение подачками	sich den Gehorsam durch Zuwendungen erkaufen	Loyalität mit Vorteilen sichern	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
посвящать себя борьбе с коррупцией	sich der Bekämpfung von Korruption widmen	dagegen dauerhaft arbeiten	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
злоупотреблять доверенной властью ради личной выгоды	anvertraute Macht zum eigenen Vorteil missbrauchen	die eigene Position eigennützig nutzen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
давать или брать взятку	Schmiergeld zahlen oder kassieren	Bestechungsgeld geben oder annehmen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
создавать долгосрочную зависимость	langfristige Abhängigkeiten bilden	dauerhafte Bindungen erzeugen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
находить где-либо питательную почву	irgendwo seinen Nährboden finden	dort günstige Bedingungen vorfinden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
под покровом тайны	im Schutz der Heimlichkeit	verborgen vor öffentlicher Kontrolle	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
оказать кому-либо услугу	jemandem eine Gefälligkeit erweisen	freiwillig etwas Hilfreiches tun	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
ложиться бременем на общество	zu Lasten der Allgemeinheit gehen	die Bevölkerung trägt den Nachteil	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
увеличивать свой оборот	seine Umsätze steigern	mehr Verkaufserlöse erzielen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
списать что-либо с налогов как рекламные расходы	etwas steuerlich als Werbungskosten absetzen	die Abgabenlast entsprechend mindern	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
оплачивать услуги, которые не были оказаны	Leistungen bezahlen, die nie erbracht wurden	Geld für Nichterledigtes ausgeben	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
исчисляться миллиардами	in die Milliarden gehen	eine extrem hohe Summe erreichen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
давать богатый наглядный материал	für reichhaltiges Anschauungsmaterial sorgen	viele anschauliche Beispiele liefern	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
не снискать себе славы	sich nicht gerade mit Ruhm bekleckern	kein gutes Bild abgeben	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
делить одно место в рейтинге	sich einen Platz teilen	gleich positioniert sein	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
более высокая готовность сообщать о правонарушениях	eine größere Anzeigenbereitschaft	mehr Wille zur Meldung bei Behörden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
приводить к большему числу расследований	zu mehr Ermittlungsverfahren führen	zusätzliche behördliche Prüfungen bewirken	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
перетянуть кого-либо на свою сторону	jemanden auf seine Seite ziehen	dessen Unterstützung gewinnen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
вывести что-либо на свет	etwas ans Licht bringen	Verborgenes aufdecken	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
в значительном объёме	in beträchtlichem Umfang	in erheblichem Ausmaß	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
понести финансовые потери	finanzielle Einbußen hinnehmen	Geldverluste akzeptieren müssen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
быть склонным к подкупу	für Bestechung empfänglich sein	sich leicht kaufen lassen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
избегать личных связей	eine persönliche Beziehung meiden	bewusst Distanz halten	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
политически устранить кого-либо	jemanden politisch absägen	eine Person aus dem Amt drängen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
иметь официальный характер	einen offiziellen Charakter tragen	amtlich wirken	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
разбираться в юридических письмах	sich mit juristischen Schreiben auskennen	rechtliche Dokumente verstehen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
быть несогласным с официальным решением	mit einer offiziellen Entscheidung nicht einverstanden sein	dagegen Einspruch erheben wollen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
отметить достоинства умершего	die Qualitäten eines Verstorbenen würdigen	die Lebensleistung ehrend darstellen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
подтвердить принятие заказа	die Annahme eines Auftrags bestätigen	dem Kunden verbindlich zusagen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
зафиксировать ход заседания	den Ablauf einer Sitzung festhalten	das Geschehen protokollieren	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
выразить соболезнования в связи со смертью	bei einem Todesfall Beileid bekunden	den Hinterbliebenen Anteilnahme zeigen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
для прекращения договора	zur Beendigung eines Vertrags	mit dem Ziel seiner Auflösung	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
в целях архивирования	zwecks Archivierung	zur dauerhaften Ablage	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
за неимением собственных контактов	mangels eigener Kontakte	weil entsprechende Beziehungen fehlen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
на протяжении всей своей трудовой жизни	zeit seines Berufslebens	während der gesamten Karriere	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
без необходимости расторжения договора	ohne dass es einer Kündigung bedarf	automatisch enden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
учитывая оперативное выполнение	angesichts der prompten Ausführung	wegen der schnellen Erledigung	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
в соответствии со сроком	der Frist entsprechend	wie zeitlich vereinbart	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
вопреки согласованным характеристикам качества	entgegen den vereinbarten Qualitätsmerkmalen	abweichend von den zugesagten Standards	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
что касается указанного количества единиц	bezüglich der genannten Stückzahlen	hinsichtlich dieser Mengen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
в течение 14 дней	binnen 14 Tagen	innerhalb dieser Zeitspanne	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
согласно договору	laut Vertrag	wie dort schriftlich festgelegt	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
опротестовать какое-либо требование	einer Forderung widersprechen	sie offiziell zurückweisen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
согласно прежним официальным заявлениям	zufolge bisheriger Verlautbarungen	nach den bislang bekannt gegebenen Informationen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
со стороны юридического отдела	vonseiten der Rechtsabteilung	durch diese betriebliche Stelle	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
струсить, испугаться последствий	kalte Füße bekommen	ugs.: aus Angst unsicher werden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
осаждать кого-либо просьбами или визитами	jemandem die Bude einrennen	ugs.: in großer Zahl zu jemandem kommen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
подготовить добровольное признание в налоговом правонарушении	eine Selbstanzeige vorbereiten	die eigene Tat vor Entdeckung melden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
признаться в своём обмане	seinen Betrug beichten	die eigene Täuschung gestehen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
доставлять кому-либо немало головной боли	jemandem Kopfzerbrechen bereiten	eine schwierige Denkaufgabe verursachen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
провести расчёт затрат и выгод	eine Kosten-Nutzen-Rechnung anstellen	Vor- und Nachteile ökonomisch vergleichen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
сопоставить грозящее наказание с возможной экономией	die drohende Strafe gegen die mögliche Ersparnis abwägen	Risiko und Vorteil vergleichen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
перевести деньги через границу, спасая их от налогов	Geld über die Grenze retten	Vermögen ins Ausland schaffen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
учесть два решающих соображения	zwei entscheidende Überlegungen anstellen	zwei wesentliche Aspekte prüfen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
переоценивать низкую вероятность	eine niedrige Wahrscheinlichkeit zu hoch bewerten	ein seltenes Risiko überschätzen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
ввести в объяснение образ «внутреннего судьи»	einen inneren Richter ins Spiel bringen	das eigene Gewissen als Faktor einführen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
различать вынужденную и добровольную налоговую честность	zwischen erzwungener und freiwilliger Steuerehrlichkeit unterscheiden	Druck und Überzeugung auseinanderhalten	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
платить налоги скрепя зубами	seine Steuern zähneknirschend zahlen	nur äußerst widerwillig abgeben	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
эффективно использовать доверенные деньги	anvertrautes Geld effektiv einsetzen	öffentliche Mittel sinnvoll verwenden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
взыскивать налоги	Steuern eintreiben	Abgaben konsequent einziehen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
укреплять доверие граждан	das Vertrauen der Bürger stärken	die Zuversicht in den Staat erhöhen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
признать за кем-либо высокую налоговую дисциплину	jemandem eine hohe Steuermoral attestieren	eine positive Zahlungsdisziplin bescheinigen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
занимать место в середине рейтинга	im Mittelfeld rangieren	weder vorn noch hinten liegen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
как обстоят дела с чем-либо	wie es um etwas bestellt ist	nach dem tatsächlichen Zustand fragen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
питать сомнения	Zweifel hegen	nicht völlig überzeugt sein	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
быть по горло занятым	alle Hände voll zu tun haben	sehr stark beschäftigt sein	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
появиться, заявить о себе	in Erscheinung treten	sichtbar aktiv werden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
урегулировать дела, завершить деловые операции	die Geschäfte abwickeln	laufende Vorgänge geordnet beenden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
требуются предпринимательское мышление и действия	unternehmerisches Denken und Handeln ist gefragt	betriebswirtschaftliche Initiative wird benötigt	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
заполучить что-либо, найти выгодный заказ	etwas an Land ziehen	einen Auftrag erfolgreich gewinnen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
бережно сообщить кому-либо неприятную новость	jemandem etwas schonend beibringen	möglichst rücksichtsvoll informieren	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
всегда быть готовым выслушать кого-либо	ein offenes Ohr für jemanden haben	für dessen Sorgen empfänglich sein	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
обратить чьё-либо внимание на то, что…	jemandem zu bedenken geben, dass ...	einen wichtigen Einwand äußern	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
оказаться в проигрыше с точки зрения трудового права	arbeitsrechtlich den Kürzeren ziehen	bei Beschäftigungsfragen benachteiligt werden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
без виновного промедления	ohne schuldhaftes Zögern	unverzüglich und ohne eigenes Versäumnis	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
быть привлечённым к ответственности за несвоевременную подачу заявления о банкротстве	wegen Insolvenzverschleppung belangt werden	für eine verspätete Meldung haften	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
не быть затронутым каким-либо положением	von einer Regelung unberührt bleiben	weiterhin unverändert gelten	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
трудовые отношения продолжают действовать	ein Arbeitsverhältnis besteht fort	die Beschäftigung endet formell nicht	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
объявить об увольнении	eine Kündigung aussprechen	das Beschäftigungsende mitteilen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
письменно заявить требование	eine Forderung schriftlich anmelden	einen Anspruch formell registrieren lassen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
не быть намертво прикрученным, быть пригодным для продажи	nicht niet- und nagelfest sein	beweglich und verwertbar sein	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
реализовать имущество, продать активы	Vermögensgüter veräußern	Besitz gegen Geld übertragen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
согласовать социальный план	einen Sozialplan aushandeln	Schutzregelungen gemeinsam vereinbaren	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
воспользоваться чем-либо	von etwas Gebrauch machen	eine bestehende Möglichkeit nutzen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
иметь право на полную выплату	einen Anspruch auf vollständige Zahlung haben	rechtlich die gesamte Summe verlangen dürfen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
подать заявление в установленный срок	innerhalb einer Frist einen Antrag stellen	rechtzeitig ein formelles Gesuch einreichen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
находиться в середине европейского рейтинга	im europäischen Mittelfeld liegen	europaweit eine mittlere Position haben	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
за кем-либо закрепился мещанско-затхлый образ	jemandem haftet ein spießig-muffiges Image an	als altmodisch und engstirnig gelten	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
место гражданской активности	ein Ort bürgerschaftlichen Engagements	ein Raum für freiwillige gesellschaftliche Beteiligung	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
