практиковать изощрённые формы заботы о потомстве	ausgeklügelte Formen der Brutpflege betreiben	Jungtiere auf komplexe Weise versorgen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
согласно новейшим исследованиям	Neuesten Untersuchungen zufolge	laut aktuellen wissenschaftlichen Studien	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
согласно новым данным	Laut neuen Erkenntnissen	nach dem aktuellen Wissensstand	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
с помощью экспериментов удалось доказать, что…	Anhand von Experimenten konnte bewiesen werden, dass	ein Nachweis beruht auf praktischen Versuchen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
уже давно известно, что…	Es ist seit Langem bekannt, dass	diese Tatsache gilt als gesichertes Wissen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
кому-либо постепенно становится ясно, что…	jemandem wird nach und nach klar, dass	eine Person erkennt etwas allmählich	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
объяснять что-либо исключительно божественным поручением	sich etwas nur mit einem göttlichen Auftrag erklären	eine übernatürliche Mission als einzige Ursache ansehen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
чудаковатый тип	ein wunderlicher Kauz	eine seltsame, eigenwillige Person	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
потерпеть неудачу из-за чего-либо	an etwas scheitern	ein Hindernis nicht überwinden können	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
служить кому-либо ориентиром	jemandem als Kompass dienen	einer Person die Richtung weisen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
ориентироваться в изменившемся мире	sich in einer veränderten Welt orientieren	mit neuen Verhältnissen zurechtkommen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
воспылать чувствами	Feuer fangen	sich plötzlich stark begeistern oder verlieben	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
Рыбак рыбака видит издалека.	Gleich und Gleich gesellt sich gern.	Menschen mit ähnlichen Eigenschaften finden zusammen	form::satz func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::satz
движущий и чрезвычайно важный фактор	ein treibender und immens wichtiger Faktor	ein entscheidender Einfluss auf eine Entwicklung	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
мгновенно оценивать кого-либо по какому-либо признаку	jemanden blitzschnell nach etwas abscannen	ugs.: eine Person sofort auf Kriterien prüfen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
совпадать с чем-либо	mit etwas übereinstimmen	dieselben Merkmale aufweisen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
разделять одни и те же ценности	dieselben Wertvorstellungen vertreten	in grundlegenden Überzeugungen ähnlich sein	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
с тенденцией к росту	mit steigender Tendenz	die Entwicklung zeigt nach oben	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
готовность, по-видимому, растёт	die Bereitschaft scheint zu steigen	immer mehr Menschen wirken dazu gewillt	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
немного помочь счастью	dem Glück auf die Sprünge helfen	die günstige Entwicklung aktiv fördern	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
одинокие сердца	einsame Herzen	Menschen auf Partnersuche	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
предложить кому-либо включить его анкету в альбом одиноких людей	jemandem die Aufnahme in ein Single-Sammelalbum anbieten	eine Person in eine Partnerkartei übernehmen wollen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
сводить людей по наитию	jemanden nach Gefühl verkuppeln	ohne festes System einen Partner vermitteln	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
привести к постоянным отношениям	zu einer festen Beziehung führen	eine dauerhafte Partnerschaft entstehen lassen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
впечатляющий показатель	eine beachtliche Quote	ein überraschend hoher Anteil	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
разместить объявление о поиске человека	eine Suchanzeige aufgeben	eine öffentliche Kontaktmeldung veröffentlichen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
вызвать у кого-либо улыбку	jemanden zum Lächeln bringen	eine Person freundlich erheitern	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
любовь с первого взгляда	Liebe auf den ersten Blick	sofortige romantische Anziehung	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
самому пережить что-либо	jemandem selbst widerfahren	einer Person persönlich geschehen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
влюбиться без памяти	sich Hals über Kopf vergucken	sich sehr plötzlich und heftig verlieben	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
быть восприимчивым к визуальным стимулам	für visuelle Reize empfänglich sein	stark auf optische Eindrücke reagieren	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
дольше взвешивать все за и против	länger abwägen	mehr Zeit für eine Entscheidung benötigen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
нередко происходит обратное	das Gegenteil tritt häufig ein	oft geschieht genau das Umgekehrte	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
поначалу не находить кого-либо привлекательным	jemanden anfangs nicht anziehend finden	eine Person zunächst unattraktiv wahrnehmen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
неоднократно сталкиваться с одними и теми же стимулами	immer wieder mit Reizen konfrontiert werden	wiederholt denselben Eindrücken ausgesetzt sein	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
превратиться в навязчивую мелодию	sich zum Ohrwurm entwickeln	nach häufigem Hören im Gedächtnis bleiben	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
если момент подходящий	falls der Zeitpunkt passt	wenn die Umstände gerade günstig sind	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
не связывать что-либо с истинными причинами	etwas nicht auf die wahren Ursachen zurückführen	einen Effekt fälschlich anders erklären	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
переносить что-либо на кого-либо	etwas auf jemanden übertragen	eine Empfindung irrtümlich einer Person zuschreiben	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
адреналин бурлит в крови	Adrenalin braust durch den Körper	ein Hormon versetzt den Organismus in Erregung	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
быть психологически готовым подпустить кого-либо к себе	psychisch bereit sein, jemanden an sich heranzulassen	emotional offen für Nähe sein	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
быть вырванным из привычного окружения	aus vertrauten Zusammenhängen herausgerissen werden	plötzlich den gewohnten Kontext verlieren	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
быть вынужденным заново сориентироваться	sich neu orientieren müssen	einen neuen Platz im Leben suchen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
лучше противостоять болезням	sich besser gegen Krankheiten wehren können	eine stärkere Immunabwehr besitzen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
повышать доверие к другому человеку	das Vertrauen in den anderen erhöhen	die Zuversicht in eine Person vergrößern	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
укреплять эмоциональную связь	die Bindung stärken	eine Partnerschaft stabiler machen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
участки мозга отключены	Gehirnareale sind stillgelegt	bestimmte neuronale Regionen bleiben inaktiv	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
критически оценивать других	andere kritisch beurteilen	Mitmenschen streng einschätzen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
быть не созданным для непрерывного любовного опьянения	nicht für einen fortwährenden Liebesrausch gemacht sein	ein romantischer Ausnahmezustand kann nicht dauerhaft sein	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
ощущение бабочек в животе угасает	das Schmetterlingsgefühl versickert	die anfängliche romantische Euphorie verschwindet	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
сменить состояние влюблённости	an die Stelle der Verliebtheit treten	die erste romantische Phase ersetzen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
сохраниться на всю оставшуюся жизнь	für den Rest des Lebens halten	dauerhaft bis zum Tod bestehen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
влюбиться безоговорочно	sich vorbehaltlos verlieben	ohne innere Zweifel Gefühle entwickeln	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
важнейшие жизненные вопросы	entscheidende Lebensfragen	grundlegende Themen der eigenen Existenz	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
бросить кого-либо через приложение	jemanden online abschießen	ugs.: eine Beziehung digital beenden	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
что-либо пошло не так	etwas ist schiefgegangen	ein Vorhaben ist misslungen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
представлять что-либо в странном свете	ein eigenartiges Licht auf etwas werfen	einen befremdlichen Eindruck davon vermitteln	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
шутливое прощальное послание	ein launiger Abschiedssermon	eine humorvolle längere Trennungsrede	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
по желанию	auf Wunsch	wenn es ausdrücklich gewollt ist	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
объявить новость	eine Neuigkeit verkünden	etwas Neues öffentlich bekannt geben	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
требовать доступ ко всем контактам	Zugriff auf alle Kontakte verlangen	alle gespeicherten Adressen einsehen wollen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
иметь роковые последствия	fatale Folgen haben	schwerwiegende negative Auswirkungen verursachen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
больше не хотеть иметь с кем-либо ничего общего	nichts mehr mit jemandem zu tun haben wollen	jeden weiteren Kontakt ablehnen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
иметь виды только на деньги другого человека	es nur auf das Geld des anderen abgesehen haben	eine Beziehung aus finanziellen Motiven führen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
выставлять кого-либо напоказ как свой трофей	sich mit jemandem schmücken	eine Person zur eigenen Aufwertung präsentieren	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
чувствовать себя на седьмом небе	sich himmelhoch jauchzend fühlen	überglücklich sein	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
быть убитым горем	zu Tode betrübt sein	extrem traurig sein	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
не остаться без должного внимания	nicht zu kurz kommen	ausreichend berücksichtigt werden	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
занимать важное место	einen hohen Stellenwert einnehmen	stark priorisiert werden	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
дать представление о том, какие приоритеты кто-либо выбрал бы	Aufschluss darüber geben, welche Prioritäten jemand setzen würde	erkennen lassen, was einer Person besonders wichtig wäre	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
оказаться в незавидном положении	nicht zu beneiden sein	in einer schwierigen Situation stecken	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
считать что-либо уже почти достижимым	etwas in Reichweite wähnen	glauben, das Ziel sei fast erreicht	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
споткнуться о рекламную поэзию продавцов недвижимости	über die Immobilien-Lyrik der Anbieter stolpern	von beschönigenden Verkaufsformulierungen irritiert werden	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
речь идёт о чём-либо	von etwas ist die Rede	ein Thema wird erwähnt	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
важно не столько что-либо	es kommt weniger auf etwas an	dieser Punkt ist nicht entscheidend	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
покатываться со смеху	sich vor Lachen kugeln	sich sehr heftig amüsieren	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
попасться на что-либо, поверить обману	auf etwas hereinfallen	eine Täuschung nicht erkennen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
получить горький опыт	eine bittere Erfahrung machen	durch ein negatives Erlebnis lernen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
что-либо раскрывается, выходит наружу	etwas kommt ans Licht	etwas Verborgenes wird bekannt	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
ложиться на покупателя	zu Lasten des Käufers gehen	die erwerbende Person muss den Nachteil tragen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
разобраться в собственных потребностях	sich über die eigenen Bedürfnisse klar werden	erkennen, was man selbst wirklich benötigt	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
быть проданным из рук в руки, без огласки	unter der Hand weggehen	ohne öffentliche Ausschreibung verkauft werden	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
относиться к чему-либо с осторожностью	mit Vorsicht zu genießen sein	etwas mit Skepsis betrachten	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
о дорогах нет ни слова	von Straßen keine Rede	dieser Aspekt wird vollständig verschwiegen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
придавать большое значение стилю своего жилья	auf den Stil seiner Behausung Wert legen	die Gestaltung des Zuhauses wichtig finden	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
вызывать подозрение в чём-либо	den Verdacht auf etwas aufkommen lassen	Misstrauen gegenüber einer Sache erzeugen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
звучат тревожные сигналы	die Alarmglocken schrillen	es gibt deutliche Warnzeichen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
сменить кого-либо в роли ведущей экономической державы	jemanden als führende Wirtschaftsmacht ablösen	die Spitzenposition eines Landes übernehmen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
преобразовать по английскому образцу	nach englischem Vorbild umgestalten	sich bei einer Reform am britischen Modell orientieren	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
возглавить учебное заведение	die Leitung einer Schule übernehmen	für eine Bildungseinrichtung verantwortlich werden	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
выгодно подчеркнуть положение на европейском рынке	die Stellung auf dem europäischen Markt zur Geltung bringen	die wirtschaftliche Position sichtbar hervorheben	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
исходя из теоретических размышлений о культуре	aus kulturtheoretischen Überlegungen heraus	durch entsprechende Gedanken motiviert	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
единый немецкий язык художественного оформления	eine einheitliche deutsche Stilsprache	eine gemeinsame gestalterische Ausdrucksform	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
разработать весь ассортимент продукции	die gesamte Produktpalette entwerfen	alle angebotenen Erzeugnisse gestalten	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
формируется контрдвижение	eine Gegenbewegung formiert sich	eine oppositionelle Strömung entsteht	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
в кратчайшие сроки основать художественную школу	innerhalb kürzester Zeit eine Kunstschule ins Leben rufen	sehr schnell eine neue Institution gründen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
вернуть что-либо к ремесленным основам	etwas zum Handwerk zurückführen	wieder an praktische Fertigung anbinden	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
не видеть сущностной разницы между двумя вещами	keinen Wesensunterschied zwischen zwei Dingen sehen	beides im Kern für gleich halten	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
отсылка к чему-либо, заимствование из чего-либо	eine Anlehnung an etwas	eine bewusste Orientierung an einem Vorbild	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
ознакомить кого-либо со свойствами материалов	jemanden mit der Beschaffenheit von Materialien vertraut machen	einer Person physische Werkstoffeigenschaften vermitteln	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
непосредственно связать ремесло и художественное оформление с практикой	Handwerk und künstlerische Gestaltung direkt mit der Praxis verbinden	Kunst und Herstellung praktisch zusammenführen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
пойти в промышленное массовое производство	in die industrielle Massenproduktion gehen	in großer Stückzahl gefertigt werden	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
полностью подчиняться функциональности	sich komplett der Funktionalität unterordnen	den praktischen Zweck über alles stellen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
сердцевина образовательной программы	das Herzstück der Ausbildung	der zentrale Bestandteil des Lehrkonzepts	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
под руководством архитекторов Баухауса	unter Federführung von Bauhaus-Architekten	von diesen Fachleuten maßgeblich geleitet	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
