импровизировать в неожиданных ситуациях	in unerwarteten Situationen improvisieren	ohne Vorbereitung flexibel reagieren	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
действовать изобретательно	einfallsreich handeln	originelle Lösungen finden	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
не быть даром, данным Богом	kein von Gott gegebenes Geschenk sein	erlernbar statt angeboren sein	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
подавляющее большинство остальных	die große Masse der anderen	alle gewöhnlichen Menschen als Gruppe	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
способствовать или препятствовать творческим достижениям	kreative Leistungen fördern oder hemmen	Ideenarbeit positiv oder negativ beeinflussen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
непременное условие	eine unabdingbare Voraussetzung	eine zwingend notwendige Bedingung	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
серьёзно рассмотреть какую-либо мысль	einen Gedanken ernsthaft in Erwägung ziehen	eine Idee gründlich prüfen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
стараться решить предстоящие проблемы	sich beim Lösen anstehender Probleme Mühe geben	Einsatz für aktuelle Aufgaben zeigen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
на кого-либо нисходит озарение	jemanden ereilt die Erleuchtung	eine plötzliche brillante Idee kommt	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
совершенно внезапно и без предупреждения	ganz plötzlich und ohne Vorwarnung	völlig unerwartet	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
играть роль, которую не стоит недооценивать	eine nicht zu unterschätzende Rolle spielen	besonders relevant sein	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
измеримо снижать скорость мышления	die Denkgeschwindigkeit messbar herabsetzen	die geistige Verarbeitung nachweislich verlangsamen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
давать крылья мысли, стимулировать ум	den Geist beflügeln	die geistige Aktivität anregen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
войти в трудовую жизнь	Einzug in das Arbeitsleben halten	dort dauerhaft Verbreitung finden	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
занять определённую точку зрения	eine bestimmte Sichtweise einnehmen	aus einem gewählten Blickwinkel urteilen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
сменить точку зрения	die Perspektive wechseln	einen anderen Blickwinkel wählen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
мысленно надеть другую шляпу	sich in Gedanken einen anderen Hut aufsetzen	bewusst eine fremde Rolle annehmen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
сломать устоявшиеся схемы мышления	eingefahrene Denkmuster durchbrechen	gewohnte geistige Bahnen verlassen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть заложенным в каждом человеке	in jedem Menschen angelegt sein	als natürliche Fähigkeit vorhanden sein	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
добиться успеха как выдающаяся творческая личность	als kreativer Überflieger reüssieren	außerordentlich erfolgreich werden	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
выражать свою личность	seine Persönlichkeit zum Ausdruck bringen	das eigene Wesen erkennbar zeigen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
получить признание как великий художник	als großer Künstler Anerkennung finden	entsprechend gewürdigt werden	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
вносить вклад в решение задачи	zur Bewältigung einer Aufgabe beitragen	das erfolgreiche Erledigen unterstützen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
привести мир искусства в изумление	die Kunstwelt in Erstaunen versetzen	Fachkreise stark überraschen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
неоднократно перерабатывать и улучшать что-либо	etwas mehrfach überarbeiten und verbessern	wiederholt optimieren	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
доказать свою способность	seine Fähigkeit unter Beweis stellen	praktisch zeigen, was man kann	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
в голове пусто, мысли не приходят	der Kopf bleibt stumm	keine Idee stellt sich ein	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
зияюще пустой холст	eine klaffend leere Leinwand	eine unbemalte Fläche wirkt bedrängend	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть связанным с внутренним напряжением	mit Spannungen verbunden sein	nicht ohne psychische Belastung ablaufen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
что-либо требует сил	etwas kostet Kraft	es verlangt viel Energie	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
идея постепенно созревает в голове	eine Idee reift im Kopf heran	ein Einfall entwickelt sich unbewusst	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
не суметь уловить/ухватить что-либо	etwas nicht zu fassen bekommen	es geistig nicht greifen können	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
стерпеть что-либо, позволить этому произойти	etwas über sich ergehen lassen	Unangenehmes passiv ertragen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
жить на грани безумия	am Rand des Wahnsinns leben	psychisch nahe am Abgrund sein	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
перерасти в депрессию и психоз	in Depressionen und Psychosen umschlagen	sich zu schweren psychischen Störungen entwickeln	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
в порыве вдохновения изложить что-либо на бумаге	etwas in einem kreativen Schub zu Papier bringen	während einer produktiven Phase niederschreiben	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
страдать от перепадов настроения	unter Stimmungsschwankungen leiden	häufige emotionale Wechsel erleben	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
впасть в зависимость	einer Sucht verfallen	abhängig werden	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
на какой стороне тонкой грани находиться	auf welcher Seite des schmalen Grats man steht	zwischen zwei nahen Extremen verortet sein	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
иметь плавный переход	einen fließenden Übergang aufweisen	ohne klare Trennung ineinander übergehen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
защищать кого-либо от чего-либо	jemandem Schutz vor etwas bieten	eine schädliche Wirkung abwehren	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
давать кому-либо опору	jemandem Halt bieten	Stabilität und Sicherheit geben	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
искать уединения в комнате	die Abgeschiedenheit eines Zimmers suchen	ungestört allein arbeiten wollen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
затуманивать мысли	die Gedanken vernebeln	klares Urteilen erschweren	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
застыть как вкопанный	wie angewurzelt stehen bleiben	vor Schreck reglos werden	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
кого-либо покидает творческое вдохновение	jemanden verlässt die Kreativität	einer Person fällt nichts mehr ein	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
влиять на дальнейшее развитие сюжета	Einfluss auf den Fortgang der Handlung nehmen	bestimmen, wie die Geschichte weitergeht	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
позволить новым технологиям оставить себя позади	sich von neuen Technologien abhängen lassen	mit dem technischen Fortschritt nicht mithalten	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть убеждённым сторонником электронных книг	auf E-Books schwören	dieses Medium begeistert bevorzugen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
чудо техники	ein technisches Wunderwerk	ein erstaunlich fortschrittliches Gerät	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
направить мысли в новое русло	Gedanken in eine neue Richtung lenken	den Gedankengang verändern	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
отказаться от идеи	eine Idee verwerfen	einen Einfall nach Prüfung ablehnen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
что-либо раскалывает мнения	an etwas scheiden sich die Geister	darüber herrscht starke Uneinigkeit	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
видеть в чём-либо крах западной цивилизации	den Untergang des Abendlandes sehen	einen kulturellen Verfall befürchten	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
сосредоточиться на преимуществах	die Vorzüge in den Blick nehmen	die positiven Seiten betrachten	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
по своему усмотрению	nach Belieben	so, wie man es selbst möchte	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
пользоваться всё большей популярностью	sich immer größerer Beliebtheit erfreuen	zunehmend gern genutzt werden	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
остаётся подождать и посмотреть	etwas bleibt abzuwarten	das Ergebnis ist noch offen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
уметь ценить что-либо	etwas zu schätzen wissen	den Wert wirklich erkennen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
обратить внимание на кого-либо	auf jemanden aufmerksam werden	eine Person erstmals wahrnehmen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
уметь увлечь читателя	es verstehen, den Leser zu fesseln	spannend schreiben können	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть выдержанным в стиле роуд-муви	im Stil eines Roadmovies gehalten sein	dieser Gattung gestalterisch folgen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
пройти путь самопознания	einen Weg der Selbstfindung beschreiten	die eigene Identität allmählich entdecken	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
вкладывать слова в уста кому-либо	jemandem Worte in den Mund legen	eine Figur etwas Bestimmtes sagen lassen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
изложить что-либо на бумаге	etwas zu Papier bringen	niederschreiben	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
точно передать мир чувств	eine Gefühlswelt einfangen	emotionale Nuancen treffend darstellen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
большая удача, выдающееся достижение	ein großer Wurf	ein außerordentlicher Erfolg	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть полным глубокого смысла и истины	voller Tiefsinn und Wahrheit stecken	inhaltlich sehr gehaltvoll sein	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
вступить в соревнование	in einen Wettstreit treten	miteinander zu konkurrieren beginnen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
профессиональная компетентность проявляется	Sachverstand kommt zum Tragen	fachliche Kompetenz wird wirksam	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
придать сюжету глубину	einer Handlung Tiefe verleihen	inhaltlich gehaltvoller gestalten	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
не хватает содержательности и выразительности	es fehlt an Substanz und Aussagekraft	inhaltlich zu wenig bieten	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
живой, плоть от плоти человек	eine Person aus Fleisch und Blut	eine glaubwürdige, lebendige Figur	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
предъявить что-либо примечательное	mit etwas aufwarten	etwas Bemerkenswertes präsentieren	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
зависеть от желания или способности автора	im Willen oder Können des Autors liegen	durch Absicht oder Begabung bedingt sein	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
замысел считается неудавшимся	ein Anliegen gilt als gescheitert	das beabsichtigte Vorhaben misslang	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
даже при благожелательной оценке	bei wohlwollender Betrachtung	auch mit freundlichem Urteil	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
оставлять двойственное впечатление	einen zwiespältigen Eindruck hinterlassen	zugleich positiv und negativ wirken	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
при всём желании никак не…	beim besten Willen nicht	auch mit größter Anstrengung unmöglich	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
полный тихих и трогательных интонаций	voller leiser und anrührender Töne	subtil und emotional erzählt	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть рассказанным с точки зрения персонажа	aus der Perspektive einer Figur erzählt werden	dessen Blickwinkel bestimmt die Darstellung	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
мышление, обременённое предрассудками	vorurteilsbeladenes Denken	Urteile aufgrund fester Klischees	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
виртуозно играть с реальностью	virtuos mit der Wirklichkeit spielen	die reale Welt meisterhaft umgestalten	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
соскальзывать в фантастическое	ins Fantastische abgleiten	die realistische Ebene allmählich verlassen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
во многих отношениях	in mehrfacher Hinsicht	unter mehreren Gesichtspunkten	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
против рекомендации говорит тот факт, что…	gegen eine Empfehlung spricht die Tatsache, dass ...	dieser Grund ist ein Argument dagegen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
осилить/закончить что-либо за один присест	etwas in einem Rutsch durchhaben	ohne Unterbrechung fertig werden	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
взять свою судьбу в свои руки	sein Schicksal in die eigenen Hände nehmen	selbst Verantwortung für die Zukunft übernehmen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
относиться к ключевым особенностям	zu den zentralen Merkmalen gehören	eine wesentliche Eigenschaft sein	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
рассмотреть ключевой вопрос	eine zentrale Fragestellung erörtern	ein wesentliches Problem ausführlich diskutieren	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
