спасти свою шкуру; спастись самому	seine Haut retten	sich selbst aus Gefahr bringen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
разоблачить преступника	einen Täter entlarven	den Schuldigen identifizieren	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
по поручению кого-либо	im Auftrag von jemandem	auf offizielle Anweisung	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
проверить уровень знаний	den Wissensstand überprüfen	vorhandene Kenntnisse testen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
катастрофический результат	ein verheerendes Resultat	ein äußerst negatives Ergebnis	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
блеснуть чем-либо; отличиться чем-либо	mit etwas glänzen	durch eine besondere Stärke auffallen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
не сомневаться в чём-либо	keinen Zweifel an etwas haben	völlig sicher sein	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
классифицировать что-либо как что-либо	etwas als etwas einordnen	einer Kategorie zuweisen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
быть убеждённым в чём-либо	von etwas überzeugt sein	etwas fest glauben	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
Единственная загвоздка заключается в том, что…	Der einzige Haken ist, dass ...	ein problematischer Punkt	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
быть в состоянии сделать что-либо	in der Lage sein, etwas zu tun	etwas tun können	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
находить отражение в чём-либо; обнаруживаться в чём-либо	sich in etwas wiederfinden	dort erkennbar sein	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
привести к путанице в голове	zu einem Durcheinander im Kopf führen	geistige Verwirrung verursachen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
объяснить исторический контекст	den historischen Kontext erläutern	die geschichtlichen Zusammenhänge erklären	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
воспринимать что-либо как лишний информационный груз	etwas als Informationsballast wahrnehmen	Information als Belastung empfinden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
в заключение потребовать чего-либо	als Fazit etwas fordern	abschließend eine Forderung stellen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
вызвать широкий резонанс; привлечь всеобщее внимание	Aufsehen erregen	starke öffentliche Beachtung finden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
занимать воображение современников	die Fantasie der Zeitgenossen beschäftigen	die Menschen jener Zeit faszinieren	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
открыть миру реликвии прошлых времён; обнаружить скрытые исторические находки	Relikte aus vergangenen Zeiten preisgeben	verborgene historische Funde offenbaren	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
в отличие от чего-либо	im Gegensatz zu etwas	anders als	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
происходить из определённой эпохи	aus einer Epoche stammen	aus einer historischen Zeit kommen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
произойти несколько тысячелетий назад	Jahrtausende zurückliegen	sehr lange her sein	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
датироваться определённым временем	sich auf eine Zeit datieren lassen	zeitlich zugeordnet werden können	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
спрятать или перенести что-либо в безопасное место	etwas in Sicherheit bringen	vor Gefahr schützen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
что-либо обнаруживается; выходит на свет	etwas kommt zutage	etwas Verborgenes wird sichtbar	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
решиться заглянуть в космос	einen Blick in den Kosmos wagen	den Sternenhimmel erforschen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
держать что-либо в руках; обладать находкой	etwas in den Händen halten	einen Gegenstand tatsächlich besitzen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
предложить кому-либо что-либо купить	jemandem etwas zum Kauf anbieten	etwas verkaufen wollen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
отказаться от сделки	ein Geschäft ablehnen	einer Transaktion nicht zustimmen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
напасть на след чего-либо; начать отслеживать	die Spur von etwas aufnehmen	einer Fährte zu folgen beginnen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
отобрать или изъять что-либо у кого-либо	jemandem etwas abnehmen	einer Person etwas wegnehmen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
приговорить кого-либо к условному сроку	jemanden zu einer Bewährungsstrafe verurteilen	eine Strafe ohne Haftvollzug verhängen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
у кого-либо захватывает дух	jemandem verschlägt es den Atem	jmd. ist überwältigt	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
заказать изготовление чего-либо; поручить выполнение	etwas in Auftrag geben	die Herstellung offiziell veranlassen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
преподнести кому-либо что-либо в подарок	jemandem etwas zum Geschenk machen	etwas feierlich schenken	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
попасть куда-либо; обрести своё место где-либо	seinen Weg in etwas finden	dorthin gelangen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
оказаться слишком большим	sich als zu groß erweisen	tatsächlich nicht passen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
постепенно приспособить что-либо	etwas nach und nach anpassen	schrittweise passend machen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
превратить что-либо в пепел и развалины	etwas in Schutt und Asche legen	vollständig zerstören	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
сгореть до основания	bis auf die Grundmauern niederbrennen	vollständig durch Feuer zerstört werden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
предусмотрительно; проявив мудрую предусмотрительность	in weiser Voraussicht	eine spätere Gefahr klug vorhersehend	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
целенаправленно искать что-либо	gezielt nach etwas suchen	systematisch fahnden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
дать сведения или указания относительно чего-либо	Hinweise zu etwas geben	Informationen zur Orientierung liefern	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
молчать о местонахождении или судьбе чего-либо	zum Verbleib von etwas schweigen	nichts über den Aufenthaltsort sagen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
по решению кого-либо или какого-либо органа	auf Beschluss von jemandem	nach einer offiziellen Entscheidung	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
сформулировать гипотезы на основе фактов	Thesen aus Fakten ableiten	aus Belegen Erklärungen entwickeln	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
исходить из определённой теории	von einer Theorie ausgehen	eine Erklärung als Grundlage nehmen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
ссылаться на документ	auf ein Dokument verweisen	als Quelle anführen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
скрываться за псевдонимом	sich hinter einem Pseudonym verbergen	unter falschem Namen auftreten	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
распознать или обнаружить остатки	Überbleibsel ausmachen	Reste identifizieren	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
пересмотреть своё заявление	eine Aussage revidieren	eine frühere Äußerung korrigieren	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
завершиться безрезультатно	ohne Ergebnis verlaufen	erfolglos enden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
найти сторонников	Anhänger finden	Zustimmung bei Menschen gewinnen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
простираться от одного до другого; охватывать диапазон от… до…	von etwas bis hin zu etwas reichen	eine große Spannweite umfassen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
быть совсем близко к цели или разгадке	dicht dran sein	fast am Ziel sein	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
обернуться для кого-либо многомиллионными расходами	jemandem Kosten in Millionenhöhe bescheren	extrem hohe Ausgaben verursachen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
довести кого-либо до грани разорения	jemanden an den Rand des Ruins bringen	finanziell fast zerstören	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
отправиться на поиски чего-либо	sich auf die Jagd nach etwas begeben	aktiv etwas Verborgenes verfolgen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
появиться словно из ниоткуда	aus dem Nichts auftauchen	völlig unerwartet erscheinen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
Напрашивается предположение, что…	Die Annahme liegt nahe, dass ...	etwas erscheint sehr plausibel	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
Все факты указывают на то, что…	Alle Fakten weisen darauf hin, dass ...	die Belege führen in eine Richtung	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
прийти к выводу, что…	zu dem Schluss kommen, dass ...	nach Prüfung urteilen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
быть тщетным; оказаться напрасным	vergebens sein	ohne Erfolg bleiben	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
именоваться чем-либо; определяться как что-либо	als etwas bezeichnet werden	einen bestimmten Namen erhalten	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
выходить за рамки какого-либо понятия	über einen Begriff hinausgehen	inhaltlich weiter gefasst sein	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
попасть в безвыходное или вынужденное положение	in eine Zwangslage geraten	unter starken Handlungsdruck kommen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
свободно распоряжаться своим имуществом	frei über sein Vermögen verfügen	das Eigentum selbstbestimmt nutzen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
обеспечивать себя; зарабатывать себе на жизнь	seinen Lebensunterhalt bestreiten	für die eigenen Kosten aufkommen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
квалифицировать что-либо как преступление	etwas als Verbrechen einstufen	rechtlich einer Kategorie zuordnen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
оценить масштаб чего-либо приблизительно в такую-то величину	das Ausmaß auf eine Zahl schätzen	eine Größenordnung beziffern	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
питать подозрение	einen Verdacht hegen	etwas heimlich vermuten	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
прояснить правовую ситуацию	die Rechtslage klären	die juristischen Verhältnisse prüfen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
насторожить или озадачить кого-либо	jemanden stutzig machen	Misstrauen oder Verwunderung auslösen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
наталкиваться на всё новые загадки	auf immer neue Rätsel stoßen	fortlaufend Unerklärliches entdecken	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
способствовать тому, что…	dazu beitragen, dass ...	einen Anteil an einer Entwicklung haben	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
питать первоначальное подозрение; первоначально подозревать что-либо	einen Anfangsverdacht hegen	zu Beginn etwas vermuten	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
первоначальное подозрение подтверждается или усиливается	ein Anfangsverdacht erhärtet sich	erste Indizien werden belastbarer	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
привлечь кого-либо к выполнению определённой задачи	jemanden für etwas einspannen	jmds. Dienste für einen Zweck nutzen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
скупить что-либо у кого-либо за смехотворную сумму	etwas für einen lächerlichen Betrag abkaufen	viel zu billig erwerben	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
держать что-либо в тайне	etwas geheim halten	nicht öffentlich bekannt machen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
стать достоянием общественности	an die Öffentlichkeit kommen	allgemein bekannt werden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
быть совершенно недостаточной мерой; быть лишь каплей в море	nur ein Tropfen auf den heißen Stein sein	völlig unzureichend sein	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
кому-либо приходит что-либо в голову	jemandem kommt etwas in den Sinn	jmd. erinnert sich plötzlich	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
извлекать информацию из памяти или системы	Informationen abrufen	gespeicherte Daten verfügbar machen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
соотнести что-либо друг с другом	etwas miteinander in Beziehung setzen	Zusammenhänge herstellen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
почти невообразимое нагромождение чего-либо	ein schier unvorstellbarer Wust von etwas	eine riesige ungeordnete Menge	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
задерживаться в сети нервных клеток	im Netz der Nervenzellen hängenbleiben	neuronal gespeichert werden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
исходить из чего-либо; принимать что-либо за основу	von etwas ausgehen	etwas als Grundlage annehmen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
отвечать за что-либо; быть предназначенным для чего-либо	für etwas zuständig sein	eine bestimmte Funktion haben	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
воспроизводиться автоматически	automatisch abgespult werden	ohne bewusste Steuerung ablaufen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
быть связанным с чем-либо; зависеть от чего-либо	an etwas gebunden sein	nur in Verbindung damit funktionieren	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
не быть нарушенным или ограниченным	nicht beeinträchtigt sein	weiterhin ungestört funktionieren	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
определить что-либо как ключевую структуру	etwas als Schlüsselstruktur ausmachen	als zentralen Bestandteil identifizieren	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
стоять перед вопросом, как…	vor der Frage stehen, wie ...	noch keine Lösung kennen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
быть связанным с различными процессами	an unterschiedliche Vorgänge gekoppelt sein	von verschiedenen Abläufen abhängen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
быть в значительной степени причастным к чему-либо; принимать существенное участие	maßgeblich an etwas beteiligt sein	einen entscheidenden Anteil haben	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
через регулярные промежутки времени	in regelmäßigen Abständen	periodisch wiederkehrend	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
Различие заключается в том, что…	Der Unterschied liegt darin, dass ...	zwei Sachverhalte kontrastieren	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
глубоко врезаться в память	sich tief ins Gedächtnis graben	dauerhaft erinnert werden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
выделять сигнальные вещества, например нейромедиаторы	Botenstoffe ausschütten	chemische Signalstoffe freisetzen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
обеспечить, чтобы…; сделать так, чтобы…	dafür sorgen, dass ...	ein Ergebnis bewirken	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
брать своё начало в чём-либо	seinen Ursprung in etwas nehmen	dort beginnen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
догонять кого-либо или что-либо	zu jemandem oder etwas aufholen	einen Rückstand verkleinern	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
отметить или показать рост оборота	einen Umsatzanstieg verzeichnen	eine positive Verkaufsentwicklung melden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
проводятся эксперименты с чем-либо	Experimente mit etwas laufen	etwas wird gerade erprobt	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
приобретать всё больше сторонников	immer mehr Anhänger gewinnen	zunehmend Zustimmung finden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
увеличить продолжительность пребывания	die Verweildauer steigern	Menschen länger an einem Ort halten	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
таить в себе опасности	Gefahren bergen	Risiken enthalten	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
быть способным различить что-либо по запаху	in der Lage sein, etwas herauszuschnuppern	etwas olfaktorisch erkennen können	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
глубоко укорениться; прочно засесть в памяти	tief sitzen	stark und dauerhaft verankert sein	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
стоять у кого-либо перед глазами; ясно представляться	jemandem vor Augen stehen	innerlich deutlich sichtbar sein	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
дело доходит до громкого скандала	zum Eklat kommen	ein öffentlicher Konflikt eskaliert	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
Факты говорят не в пользу чего-либо; факты опровергают что-либо.	Die Fakten sprechen gegen etwas.	die Belege widersprechen einer Annahme	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
не предоставить никаких доказательств чего-либо	keinerlei Beleg für etwas liefern	nichts nachweisen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
продолжать жить в памяти	sich in der Erinnerung fortsetzen	mental weiterbestehen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
повлечь что-либо за собой; иметь что-либо следствием	etwas zur Folge haben	eine Konsequenz bewirken	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
сохранять вместе с воспоминанием и его контекст	den Kontext mit ablegen	die Begleitumstände mitspeichern	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
обогащать воспоминание новыми оттенками	eine Erinnerung um neue Nuancen anreichern	weitere Details hinzufügen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
влечь за собой что-либо; приносить с собой	etwas mit sich bringen	als Begleitfolge verursachen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
располагать запасом историй	über einen Fundus von Geschichten verfügen	eine große Sammlung besitzen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
находиться за пределами лично пережитого	jenseits des selbst Erlebten liegen	nicht aus eigener Erfahrung stammen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
живо стоять у кого-либо перед глазами	jemandem lebendig vor Augen stehen	innerlich besonders anschaulich sein	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
вызывать физические сигналы тревоги	körperliche Alarmsignale hervorrufen	eine körperliche Stressreaktion auslösen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
оказаться всего лишь искусственной конструкцией, а не подлинным воспоминанием	sich als pures Artefakt herausstellen	nicht authentisch sein	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
Загвоздка состоит в том, что…	Der Haken daran ist, dass ...	der problematische Aspekt	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
